Date,Year,Month,Day,Tair-max,Tair-min,RHmax,RHmin,U3,Rain,Radiation,ET0
4/26/2005,2005,4,26,10.5285,1.9329425,77.38675,34.16825,6.400053125,0,169.47,3.3
4/27/2005,2005,4,27,14.171,0.37519,87.22575,29.557,4.543214583,0.25149,196.98,3.6
4/28/2005,2005,4,28,5.6564,0.9945275,99.378,70.7205,4.525914583,7.55928,85.25,1.2
4/29/2005,2005,4,29,10.7835,1.79245,98.5325,26.2695,4.001967708,0,214.84,3.1
4/30/2005,2005,4,30,12.24325,0.5170725,84.865,29.5575,4.443257292,0,250.66,3.6
5/1/2005,2005,5,1,8.919475,-1.9559,78.21,34.28375,6.311891667,0,260.67,3.3
5/2/2005,2005,5,2,12.06575,-2.027275,75.4025,28.12125,4.688547917,0,312.12,3.9
5/3/2005,2005,5,3,15.0295,-2.613075,82.3935,26.7535,2.503617708,0,306.62,3.8
5/4/2005,2005,5,4,20.619,4.60875,86.52025,27.60525,5.580975,0,296.98,5.5
5/5/2005,2005,5,5,19.809,8.36965,93.76625,54.48625,5.515316667,0,204.2,3.7
5/6/2005,2005,5,6,26.59925,11.18925,99.04525,45.2765,6.169466667,0,234.2,5.4
5/7/2005,2005,5,7,26.30975,15.98675,85.849,48.2725,9.167127083,0,257.8,6.2
5/8/2005,2005,5,8,27.687,13.598,93.37175,27.01725,6.533192708,0,295.37,7.3
5/9/2005,2005,5,9,25.76425,8.258975,89.74125,29.19225,4.723999583,0,326.54,6.5
5/10/2005,2005,5,10,30.978,10.798,86.8,39.1005,4.47250625,0,307.22,6.9
5/11/2005,2005,5,11,25.358,14.5005,95.1295,53.54,9.01905625,7.33337,124.69,4.5
5/12/2005,2005,5,12,19.1295,13.87,98.852,74.56775,4.675185417,27.78762,133.66,2.3
5/13/2005,2005,5,13,15.54325,9.847775,98.61475,65.2085,3.652592708,0,161.15,2.4
5/14/2005,2005,5,14,14.543,5.618225,95.94975,38.18825,5.347561771,0,336.5,4.2
5/15/2005,2005,5,15,19.0565,1.44835,96.93625,39.24725,2.751276042,0,340.47,4.4
5/16/2005,2005,5,16,24.67175,8.426625,92.807,42.67525,8.04173125,0,299.67,6.1
5/17/2005,2005,5,17,27.105,14.37475,77.5505,46.3825,10.27517292,0.75619,270.87,7
5/18/2005,2005,5,18,25.68775,14.778,96.5635,30.1235,4.244605313,0.25149,299.41,6
5/19/2005,2005,5,19,30.697,10.831,84.40175,22.3015,3.015069792,0,342.62,7.1
5/20/2005,2005,5,20,32.412,14.21225,74.39275,25.65575,4.056961354,0,325.19,8
5/21/2005,2005,5,21,36.74225,16.47225,86.5205,26.69075,8.030709375,0,292,10.7
5/22/2005,2005,5,22,27.1795,12.12775,70.70225,18.9305,3.296950833,0,334.3,6.9
5/23/2005,2005,5,23,30.97,11.0625,76.704,22.39425,3.173287083,0,325.29,7.2
5/24/2005,2005,5,24,30.7665,18.339,84.35375,29.91725,4.172538854,0.75475,284.3,7.1
5/25/2005,2005,5,25,23.56525,10.85975,98.01225,50.891,5.346134896,0.50303,183.64,4.1
5/26/2005,2005,5,26,23.0765,7.704575,91.461,25.94575,4.006334688,0,292.27,5.6
5/27/2005,2005,5,27,24.176,8.04575,83.946,17.74925,4.228633958,0,276.31,6.2
5/28/2005,2005,5,28,21.69575,6.2404,92.8525,26.7655,2.976801354,0,215.71,4.4
5/29/2005,2005,5,29,17.816,11.084,94.27625,55.19275,3.997023542,2.51633,134.57,2.8
5/30/2005,2005,5,30,18.5735,10.2015,92.976,47.72175,2.807426042,0,150.84,3
5/31/2005,2005,5,31,19.25925,12.74225,100,68.438,2.214882188,1.76079,102.48,2
6/1/2005,2005,6,1,25.48575,13.136,100,45.4855,3.302266042,0,218.63,4.5
6/2/2005,2005,6,2,24.6185,15.557,99.4145,56.145,4.747270938,2.5178,168.08,3.8
6/3/2005,2005,6,3,20.73525,14.82675,100,77.121,3.530633333,16.56376,101.55,2
6/4/2005,2005,6,4,25.5065,15.493,100,56.27125,3.000925833,3.27116,279.85,4.7
6/5/2005,2005,6,5,26.7145,14.38325,95.2305,38.82225,4.082486458,0,311.81,6
6/6/2005,2005,6,6,32.407,13.58375,96.127,37.702,5.170285417,0,335.32,7.7
6/7/2005,2005,6,7,32.11625,19.805,86.3495,40.464,5.94591875,0.75447,294.4,7.6
6/8/2005,2005,6,8,29.19525,19.58925,86.14625,15.60625,5.482523958,0,359.52,8.7
6/9/2005,2005,6,9,22.8575,16.11125,94.126,44.5605,4.338596875,26.96721,123.75,3.7
6/10/2005,2005,6,10,23.692,15.9095,99.486,68.55525,2.440297292,3.52282,194.55,3.3
6/11/2005,2005,6,11,24.90275,14.45,99.523,55.95425,3.474961667,0,311.72,5
6/12/2005,2005,6,12,21.44125,13.1415,97.80225,75.30675,3.139998438,0,166.34,2.7
6/13/2005,2005,6,13,22.6675,12.54275,99.58675,45.511,6.101380208,0.50304,247.74,4.8
6/14/2005,2005,6,14,26.0775,13.05825,93.601,39.3555,4.642859375,0,345.65,6.3
6/15/2005,2005,6,15,29.42225,10.1345,93.4165,31.954,2.341273958,0,342.09,6.2
6/16/2005,2005,6,16,25.2,16.54675,94.06425,64.982,2.462231667,0.50305,179.52,3.4
6/17/2005,2005,6,17,27.8715,17.7815,99.08475,53.0865,3.722578125,0,280.85,5.3
6/18/2005,2005,6,18,29.76975,16.9485,95.1995,49.90925,4.725363542,0,330.69,6.5
6/19/2005,2005,6,19,31.721,18.05825,93.683,51.104,4.230682292,0,287.99,6.2
6/20/2005,2005,6,20,33.03575,18.871,96.057,47.78325,3.27821875,0,315.48,6.6
6/21/2005,2005,6,21,28.0225,17.958,98.37775,61.45725,2.758421771,21.01172,309.07,5.3
6/22/2005,2005,6,22,32.57325,17.97575,100,45.10125,2.831210521,0,331.18,6.6
6/23/2005,2005,6,23,33.49,19.00125,90.54825,36.963,4.425760417,0,338.61,7.9
6/24/2005,2005,6,24,31.13625,21.3045,95.41175,48.6815,3.024213542,0.50298,299.64,6.1
6/25/2005,2005,6,25,32.29875,20.1695,99.423,43.106,2.552170104,0,293.8,6.1
6/26/2005,2005,6,26,32.86,19.55225,88.87125,34.20375,4.327688542,0.25149,286.13,7.3
6/27/2005,2005,6,27,34.01625,20.9465,78.80725,35.852,3.392678021,0,313.71,7.5
6/28/2005,2005,6,28,32.78925,18.30425,91.58575,47.02525,4.017626458,0.25149,318.72,6.9
6/29/2005,2005,6,29,32.49775,19.4525,89.72,31.40025,3.001209792,0.50298,320.95,7.1
6/30/2005,2005,6,30,27.9805,15.834,97.37675,41.32775,1.909161667,0,340.55,5.8
7/1/2005,2005,7,1,27.74125,12.202,96.886,47.9175,1.983594063,0,309.03,5.2
7/2/2005,2005,7,2,31.53325,15.6965,94.56525,38.966,4.185552083,1.518,329.35,7.1
7/3/2005,2005,7,3,25.928,19.9875,94.7155,59.6485,2.802939583,0,110.16,3
7/4/2005,2005,7,4,27.1525,16.813,98.441,42.53575,2.058091458,0,332.05,5.7
7/5/2005,2005,7,5,27.62625,15.31225,96.49775,47.24075,1.634500104,0.25149,239.99,4.4
7/6/2005,2005,7,6,28.57125,15.683,97.53725,48.87875,2.530448854,0,259.62,5
7/7/2005,2005,7,7,29.658,15.525,98.34775,47.342,3.00635625,0,267.86,5.4
7/8/2005,2005,7,8,29.26825,19.692,93.63425,53.127,3.201674896,18.05054,289.72,5.6
7/9/2005,2005,7,9,32.01475,20.235,94.311,50.646,3.183272917,0,281.42,5.9
7/10/2005,2005,7,10,30.6635,18.095,89.95875,44.50025,3.02284375,0,314.55,6.3
7/11/2005,2005,7,11,30.02875,17.772,98.6895,55.84275,1.322848646,0,278.37,4.9
7/12/2005,2005,7,12,30.09175,19.99525,96.047,58.81525,1.326465313,0,290.4,5.1
7/13/2005,2005,7,13,28.5985,17.0235,97.586,54.04675,1.400274271,0,323.58,5.4
7/14/2005,2005,7,14,29.57325,16.87625,98.935,46.36775,1.135418333,0,334.71,5.6
7/15/2005,2005,7,15,31.03225,17.71275,96.77175,43.6355,1.198240521,0,332.54,5.8
7/16/2005,2005,7,16,32.78925,19.1775,95.848,41.38825,1.946051563,0,303.13,6
7/17/2005,2005,7,17,34.69325,18.285,95.9985,37.80775,3.277452604,8.08385,270.86,6.6
7/18/2005,2005,7,18,27.5245,17.12625,99.728,45.46325,1.048412188,0,343.33,5.5
7/19/2005,2005,7,19,30.144,17.34675,95.339,69.6945,2.757598854,0,216.89,4.1
7/20/2005,2005,7,20,35.93725,24.2805,84.17775,42.8685,3.260604583,0,300.33,7.2
7/21/2005,2005,7,21,32.2165,21.29925,92.004,54.22825,2.207645417,0,249.08,5.2
7/22/2005,2005,7,22,36.0095,21.6155,95.91525,37.516,1.734589896,0,323.13,6.6
7/23/2005,2005,7,23,36.77925,20.56375,89.04225,31.50075,2.929798542,0,322.35,7.7
7/24/2005,2005,7,24,35.4555,22.2075,83.064,36.81175,3.037940625,0,312.89,7.4
7/25/2005,2005,7,25,33.94025,21.43825,96.37875,44.4115,2.153764479,13.67839,216.8,5.1
7/26/2005,2005,7,26,20.883,11.97025,98.927,56.676,3.448955938,27.99059,197.13,3.4
7/27/2005,2005,7,27,22.152,9.3791,99.5575,46.67425,1.146337292,0,337.53,4.6
7/28/2005,2005,7,28,28.93975,12.25025,95.35475,47.57775,2.039833646,0,317.73,5.4
7/29/2005,2005,7,29,30.164,15.69875,93.228,33.18975,2.774147604,0,251.55,5.6
7/30/2005,2005,7,30,32.5165,18.1775,73.87275,43.4395,3.550783333,0,298.9,6.8
7/31/2005,2005,7,31,31.538,21.2735,95.95075,50.3855,1.752721979,0,216.81,4.5
8/1/2005,2005,8,1,32.9185,19.485,100,59.4,1.445083021,0,257.36,4.8
8/2/2005,2005,8,2,34.9295,19.72925,78.624,38.08575,2.666769792,0,223.85,5.9
8/3/2005,2005,8,3,34.5755,18.82575,85.58075,38.9135,2.403723021,0,296.68,6.4
8/4/2005,2005,8,4,23.03425,15.32725,92.6645,57.2445,2.741210417,0,194.23,3.6
8/5/2005,2005,8,5,25.43,12.89075,95.30925,42.04425,1.082051563,0,279,4.3
8/6/2005,2005,8,6,28.376,11.70775,99.35625,49.91025,1.426722188,0,305.84,4.9
8/7/2005,2005,8,7,31.359,16.1815,97.303,51.222,1.550943854,0,257.48,4.7
8/8/2005,2005,8,8,32.57175,18.248,98.55425,43.289,1.617817708,0,289.86,5.4
8/9/2005,2005,8,9,32.6385,18.5105,93.3755,39.973,1.8893075,0,274.72,5.5
8/10/2005,2005,8,10,30.83675,20.646,100,59.893,1.664662083,0,227.04,4.3
8/11/2005,2005,8,11,28.089,19.95075,98.39625,63.385,1.481189063,0,155.36,3.1
8/12/2005,2005,8,12,23.49475,19.08375,100,87.29,1.325481771,1.50936,73.89,1.5
8/13/2005,2005,8,13,21.96725,15.86575,98.02775,65.03325,2.184606042,1.00606,175.71,3
8/14/2005,2005,8,14,22.7895,12.089,99.8335,60.433,1.606948646,0,288.06,4
8/15/2005,2005,8,15,25.62075,11.923,99.5125,55.01475,1.053664896,0,301.46,4.3
8/16/2005,2005,8,16,26.4605,13.8315,100,60.24625,1.484209375,0,254,4
8/17/2005,2005,8,17,26.76975,19.03075,100,75.8765,2.139839896,23.03286,142.13,2.7
8/18/2005,2005,8,18,30.299,17.17325,96.80225,55.7975,1.264386042,13.46503,300.1,5
8/19/2005,2005,8,19,26.86625,17.52175,100,71.07575,1.073048333,2.26466,91.98,2
8/20/2005,2005,8,20,29.49075,15.747,100,55.1295,0.860151563,0,287.78,4.5
8/21/2005,2005,8,21,28.329,18.1235,100,65.3815,0.99449125,0,221.65,3.7
8/22/2005,2005,8,22,24.3095,17.67075,100,83.4765,1.767215938,7.56076,106.8,1.9
8/23/2005,2005,8,23,22.96525,18.51075,100,82.4475,2.411720833,0,123.81,2.1
8/24/2005,2005,8,24,24.02925,18.1435,100,83.27975,2.488489583,0,77.18,1.6
8/25/2005,2005,8,25,27.522,20.77175,100,72.6725,2.339985521,0,154.83,3
8/26/2005,2005,8,26,26.1425,17.38925,100,64.15775,1.443715208,2.26488,281.37,4.3
8/27/2005,2005,8,27,29.434,14.2365,97.357,53.642,1.444542813,9.30394,263.03,4.3
8/28/2005,2005,8,28,29.1625,16.82175,95.4695,47.34925,1.324907188,0,243.87,4.2
8/29/2005,2005,8,29,28.87475,13.4685,100,49.28,0.688493229,0,282.95,4.2
8/30/2005,2005,8,30,29.224,16.0355,100,55.03075,1.699827708,0,244.69,4.2
8/31/2005,2005,8,31,23.59875,13.38075,100,40.3465,2.131210625,0,240.63,4
9/1/2005,2005,9,1,26.57125,10.040275,96.11825,29.8205,0.968943542,0,277.12,4
9/2/2005,2005,9,2,27.6415,16.192,97.97925,54.217,2.0593275,0.25149,217.92,3.9
9/3/2005,2005,9,3,31.328,17.2125,99.18,41.626,2.303232292,0,247.88,4.9
9/4/2005,2005,9,4,31.70675,17.52125,97.6665,40.9335,2.945720938,0,240.92,5.2
9/5/2005,2005,9,5,30.003,18.05975,97.13275,48.8395,3.833566146,36.79044,213.71,4.8
9/6/2005,2005,9,6,26.675,16.603,95.9355,55.6505,1.827559063,0,225.52,3.8
9/7/2005,2005,9,7,28.567,17.61,97.3055,55.97525,1.547082917,0,243.74,4
9/8/2005,2005,9,8,30.4805,18.1905,96.09775,53.245,1.895451458,0,242.73,4.4
9/9/2005,2005,9,9,30.874,17.7225,89.0955,35.6915,2.954730208,0,242.8,5.3
9/10/2005,2005,9,10,31.78375,19.972,65.63925,39.20425,4.4776625,0,241.46,6.6
9/11/2005,2005,9,11,30.11475,20.243,82.79275,48.638,3.84400625,0,210.62,5.1
9/12/2005,2005,9,12,31.59575,21.26375,93.58225,44.82775,3.651224583,4.06565,190.01,4.9
9/13/2005,2005,9,13,22.00875,10.8015,95.71775,47.43875,2.619494063,0.25149,231.18,3.6
9/14/2005,2005,9,14,24.42075,10.009425,95.89975,29.336,1.310254375,0,242.68,3.6
9/15/2005,2005,9,15,24.34175,11.0945,96.6655,34.11675,0.902091771,0,241.57,3.3
9/16/2005,2005,9,16,26.5205,7.488975,99.5635,33.398,2.290104688,0,233.07,4.2
9/17/2005,2005,9,17,26.76275,12.8495,93.7605,51.51225,3.030947917,0,217.51,4
9/18/2005,2005,9,18,29.6005,14.3445,99.7315,55.0855,1.955580833,0,158.31,3.2
9/19/2005,2005,9,19,26.7205,14.53275,98.7555,46.5375,1.9387625,0,227.09,3.7
9/20/2005,2005,9,20,31.86825,11.77625,99.47,30.2965,1.886627708,0,230.99,4.5
9/21/2005,2005,9,21,36.04325,17.90575,93.86125,23.20425,2.263519583,0,221.19,5.4
9/22/2005,2005,9,22,22.8615,12.21875,76.75175,43.946,2.798057292,0,148.79,3.4
9/23/2005,2005,9,23,25.66825,10.7085,94.62975,47.712,2.101321875,0,168.67,3.2
9/24/2005,2005,9,24,32.53,17.48575,99.493,35.1445,3.430673958,0,176.32,4.9
9/25/2005,2005,9,25,25.20975,14.14275,99.63275,70.09575,2.631480521,0.25149,108.45,2.2
9/26/2005,2005,9,26,23.50325,10.069875,97.621,36.5235,1.690193542,0,227.85,3.3
9/27/2005,2005,9,27,29.951,7.616,94.53725,31.01175,2.502350938,0,218.02,4.5
9/28/2005,2005,9,28,18.25125,3.341575,86.26275,39.9175,3.574421458,1.00638,99.72,2.9
9/29/2005,2005,9,29,19.748,-0.8142525,96.14575,28.434,2.172384896,0,209.07,3.1
9/30/2005,2005,9,30,27.2205,7.729225,72.95375,30.71175,2.220469688,0,208.79,4
10/1/2005,2005,10,1,20.8455,12.5375,96.215,68.587,2.278218021,0,79.16,1.7
10/2/2005,2005,10,2,34.04425,15.52375,100,28.61925,4.160865625,0,175.41,5.9
10/3/2005,2005,10,3,31.679,22.08625,79.99,36.43275,5.337836458,0,188.57,6.1
10/4/2005,2005,10,4,32.81825,21.42225,88.26025,39.62525,5.62344375,0,160.67,5.8
10/5/2005,2005,10,5,23.9775,4.298825,89.2065,36.9705,3.684858646,0,153.68,3.8
10/6/2005,2005,10,6,12.6975,2.3177,73.29725,36.88025,2.945513438,0,191.33,2.6
10/7/2005,2005,10,7,14.14,-2.67905,96.78375,29.3245,1.233241771,0,205.71,2
10/8/2005,2005,10,8,18.39475,-0.0187975,94.63675,27.25775,2.433713646,0,197.74,3
10/9/2005,2005,10,9,20.15775,2.7893,96.55575,29.89575,2.749885417,0,174.05,3.1
10/10/2005,2005,10,10,15.7695,7.929525,82.8955,49.1435,1.829779583,0,115.39,1.9
10/11/2005,2005,10,11,11.99075,9.215775,100,68.8505,1.08590875,13.84249,28.32,0.6
10/12/2005,2005,10,12,18.4065,8.731275,100,48.77375,1.448309063,0.25149,133.94,1.9
10/13/2005,2005,10,13,23.358,5.896525,97.0375,30.88025,1.566759688,0,191.75,2.8
10/14/2005,2005,10,14,28.44475,8.14595,93.756,19.64975,1.556763854,0,195.15,3.3
10/15/2005,2005,10,15,23.47075,6.872675,86.6385,25.8285,1.879300521,0,184.48,3
10/16/2005,2005,10,16,23.95325,10.60475,90.94525,47.71925,2.457775729,0,118.33,2.6
10/17/2005,2005,10,17,24.94875,8.349825,99.36625,25.34975,1.810134583,0,175.59,3
10/18/2005,2005,10,18,29.15475,8.561875,86.112,29.15225,3.481742188,0,172.55,4.6
10/19/2005,2005,10,19,13.6735,7.013375,96.891,57.21575,5.282566667,4.78416,58.35,1.8
10/20/2005,2005,10,20,13.55275,5.79515,99.59575,62.84225,3.450976458,10.07345,98.18,1.5
10/21/2005,2005,10,21,15.97825,2.103625,97.0875,55.4325,3.028584167,0,102.59,1.8
10/22/2005,2005,10,22,8.6509,-0.0847275,96.22075,74.75625,2.215135625,3.2723,62.66,0.9
10/23/2005,2005,10,23,8.37155,-2.294275,97.28625,47.653,4.105125729,0,169.46,1.7
10/24/2005,2005,10,24,10.902,-4.011175,98.16075,39.08875,1.547229063,0,175.6,1.5
10/25/2005,2005,10,25,14.155,-2.448,96.08375,39.4425,2.255010938,0,163.74,1.9
10/26/2005,2005,10,26,17.94625,-0.815155,96.3555,38.847,2.904942708,0,155.8,2.4
10/27/2005,2005,10,27,15.69425,-0.452725,100,42.8595,2.779346563,0,154.23,2.1
10/28/2005,2005,10,28,20.36075,1.4718,92.8275,41.3755,5.472113542,0,142.68,3.4
10/29/2005,2005,10,29,19.973,10.587,71.3875,49.95675,7.068786458,0,106.42,3.7
10/30/2005,2005,10,30,19.316,5.63425,96.106,39.8335,3.841777083,0,135.6,2.7
10/31/2005,2005,10,31,14.72925,1.1508025,86.033,22.0505,4.452001042,0,145.21,3
11/1/2005,2005,11,1,21.0045,0.4225825,74.00575,25.20975,3.236942917,0,147.66,3.4
11/2/2005,2005,11,2,24.857,2.9566,92.394,23.53425,3.536009583,0,145.12,3.9
11/3/2005,2005,11,3,15.78525,2.736225,95.415,50.92,2.078593333,0,102.69,1.5
11/4/2005,2005,11,4,17.0335,0.317925,95.0745,32.9035,2.62111375,0,139.68,2.2
11/5/2005,2005,11,5,11.46725,-0.068815,93.66975,56.45075,3.031326563,0,77.07,1.4
11/6/2005,2005,11,6,17.07575,-3.65405,97.01775,22.2075,4.1644375,0,131.36,3.1
11/7/2005,2005,11,7,22.57525,2.055525,85.138,26.08925,2.571918958,0,133.03,2.9
11/8/2005,2005,11,8,23.276,3.1929,89.277,36.555,2.749142813,0,111.3,2.7
11/9/2005,2005,11,9,8.370325,-2.1626,65.93025,35.691,4.836407292,0,59.68,2.2
11/10/2005,2005,11,10,18.1785,-4.178475,75.8355,27.02625,3.781895833,0,109.96,3.1
11/11/2005,2005,11,11,21.23625,2.349525,81.567,27.50975,3.590988542,0,129.02,3.3
11/12/2005,2005,11,12,18.7955,7.26215,94.67175,41.055,7.562705208,0,110.05,3.3
11/13/2005,2005,11,13,10.16275,2.341275,68.1485,33.07975,4.632488125,0,121.57,2.4
11/14/2005,2005,11,14,12.1835,3.33205,97.969,34.2365,5.155152813,3.27177,107.27,2.2
11/15/2005,2005,11,15,3.196625,-4.78635,100,74.65975,9.958808333,5.53689,45.22,0.8
11/16/2005,2005,11,16,-0.8378875,-6.916075,85.35675,45.93,4.112139896,0,127.7,1
11/17/2005,2005,11,17,3.1598,-5.438,96.33975,63.16325,3.076267292,0,69.35,0.8
11/18/2005,2005,11,18,14.17825,-4.3061,96.82125,31.185,4.592663542,0,126.82,2.5
11/19/2005,2005,11,19,8.370725,2.939975,97.76275,64.8715,5.527977083,1.00607,34.87,1.1
11/20/2005,2005,11,20,8.85425,-0.8913875,100,57.4775,2.1398375,0.50298,107.36,0.9
11/21/2005,2005,11,21,12.70325,-1.072655,90.93875,48.84025,3.757003125,0,112.18,1.7
11/22/2005,2005,11,22,14.3775,-4.16155,95.18225,40.94525,3.175210417,0,108.12,1.8
11/23/2005,2005,11,23,19.006,2.64815,78.246,28.8915,5.507990625,0,114.77,3.6
11/24/2005,2005,11,24,2.60325,-5.6939,90.51925,37.12775,3.592369792,0,46.43,1.2
11/25/2005,2005,11,25,14.0655,-7.093125,89.27825,42.76225,4.99753125,0,116.45,2.3
11/26/2005,2005,11,26,15.1455,-4.9564,100,57.2475,3.948167396,0,113.58,1.6
11/27/2005,2005,11,27,12.21825,-2.49165,100,81.8215,6.949257292,27.02891,17.05,0.8
11/28/2005,2005,11,28,-3.15035,-6.565175,99.60775,85.5645,13.28270313,0,29.99,0.3
11/29/2005,2005,11,29,-3.411325,-11.41925,96.36575,74.13575,6.457117396,0,43.07,0.5
11/30/2005,2005,11,30,-2.595425,-12.00525,96.289,81.624,5.986086458,0,40.12,0.4
12/1/2005,2005,12,1,-5.919475,-13.78175,93.91975,79.333,3.287159375,0.25149,89.73,0.3
12/2/2005,2005,12,2,-2.6943,-7.878675,96.89775,81.66025,4.796653125,0,57.79,0.4
12/3/2005,2005,12,3,-6.682275,-17.01975,96.99975,89.04075,3.935710417,0,52.48,0.2
12/4/2005,2005,12,4,-10.00715,-19.21825,96.04925,85.06325,2.724194792,0,73.06,0.2
12/5/2005,2005,12,5,-3.56815,-20.354,95.87275,77.9105,5.568144792,0.25149,75.86,0.4
12/6/2005,2005,12,6,-13.88125,-19.71875,87.4415,71.46825,4.237027083,0,76.95,0.3
12/7/2005,2005,12,7,-13.19325,-16.61225,92.1215,81.093,4.867455208,0,49.78,0.2
12/8/2005,2005,12,8,-13.2265,-21.2395,91.821,75.4975,3.093121667,0,91.65,0.2
12/9/2005,2005,12,9,-4.145575,-19.93175,89.359,69.34875,3.432258333,1.007,90.83,0.4
12/10/2005,2005,12,10,3.565125,-6.687075,90.12225,76.53575,5.682711458,0,59.38,0.7
12/11/2005,2005,12,11,5.51535,-2.43895,87.02125,62.579,5.165670833,0,91.27,1.1
12/12/2005,2005,12,12,4.6123,-2.8546,98.243,79.40875,3.210180208,0,101.02,0.5
12/13/2005,2005,12,13,4.338375,-2.297125,98.22925,78.42825,4.590010417,2.01277,30.39,0.6
12/14/2005,2005,12,14,3.995875,-0.789435,94.0535,67.866,5.043085417,0,87.12,0.8
12/15/2005,2005,12,15,0.3085525,-4.985525,88.16575,65.34575,7.334164583,0,58.69,0.9
12/16/2005,2005,12,16,-2.588175,-7.33845,82.59175,58.51675,4.806652708,0,93.92,0.8
12/17/2005,2005,12,17,-5.00865,-9.070725,85.82925,66.666,2.859229167,0,76.56,0.5
12/18/2005,2005,12,18,-8.11835,-13.9485,91.5795,70.98,2.317971042,0,58.11,0.3
12/19/2005,2005,12,19,-4.3408,-14.56675,96.6115,78.212,2.97951875,0,73.79,0.3
12/20/2005,2005,12,20,1.08395,-12.299,95.9145,48.5475,2.313216042,0,88,0.7
12/21/2005,2005,12,21,7.95415,-9.222725,95.9525,56.1625,2.497460417,0,101.42,0.9
12/22/2005,2005,12,22,9.945425,-1.423075,96.5025,60.885,3.935351042,0,72.82,1.1
12/23/2005,2005,12,23,10.2274,1.4443525,91.98825,65.9085,4.255520833,0,32.05,1.2
12/24/2005,2005,12,24,9.39845,-0.7539925,91.156,62.70025,6.717110417,0.25149,98.83,1.3
12/25/2005,2005,12,25,10.43975,-2.419525,94.2995,52.29575,2.211827083,0,98.05,1
12/26/2005,2005,12,26,16.92025,-1.52535,97.76775,41.96875,2.411478125,0,88.17,1.6
12/27/2005,2005,12,27,9.03725,-1.67425,97.74475,64.413,4.139769792,0,83.41,1
12/28/2005,2005,12,28,13.01425,0.0537975,94.13475,42.972,4.285445833,0,103.45,1.8
12/29/2005,2005,12,29,4.730825,-3.006175,98.054,81.04,3.216835104,0,23.17,0.5
12/30/2005,2005,12,30,6.195175,-3.9293,95.4885,61.0625,5.106992708,0,86.06,1
12/31/2005,2005,12,31,8.612325,-6.122075,99.169,50.9025,2.647063854,0,79.11,1
1/1/2006,2006,1,1,8.302925,-0.1034225,100,66.47575,4.950670313,0,72.47,1
1/2/2006,2006,1,2,7.397325,-2.871525,100,70.47675,4.639413542,0,97,0.8
1/3/2006,2006,1,3,13.24725,-3.117425,100,50.8295,4.506025,0,66.92,1.7
1/4/2006,2006,1,4,10.96475,0.6920125,89.0445,44.059,4.518625,0,95.18,1.7
1/5/2006,2006,1,5,8.0019,-3.7108,86.0735,43.93825,5.203147917,0,99.01,1.6
